  -5.00000000      -5.00000000       0.00000000    
  -5.00000000      -4.00000000       0.00000000    
  -5.00000000      -3.00000000       0.00000000    
  -5.00000000      -2.00000000       0.00000000    
  -5.00000000      -1.00000000       0.00000000    
  -5.00000000       0.00000000       0.00000000    
  -5.00000000       1.00000000       0.00000000    
  -5.00000000       2.00000000       0.00000000    
  -5.00000000       3.00000000       0.00000000    
  -5.00000000       4.00000000       0.00000000    
  -5.00000000       5.00000000       0.00000000    
 
  -4.00000000      -5.00000000       0.00000000    
  -4.00000000      -4.00000000       4.74904031E-02
  -4.00000000      -3.00000000       9.49202180E-02
  -4.00000000      -2.00000000      0.139722973    
  -4.00000000      -1.00000000      0.174208075    
  -4.00000000       0.00000000      0.186358213    
  -4.00000000       1.00000000      0.174175635    
  -4.00000000       2.00000000      0.139655858    
  -4.00000000       3.00000000       9.48298126E-02
  -4.00000000       4.00000000       4.74157743E-02
  -4.00000000       5.00000000       0.00000000    
 
  -3.00000000      -5.00000000       0.00000000    
  -3.00000000      -4.00000000       9.49202180E-02
  -3.00000000      -3.00000000      0.192310989    
  -3.00000000      -2.00000000      0.289608479    
  -3.00000000      -1.00000000      0.370611846    
  -3.00000000       0.00000000      0.396921456    
  -3.00000000       1.00000000      0.370570004    
  -3.00000000       2.00000000      0.289514661    
  -3.00000000       3.00000000      0.192176312    
  -3.00000000       4.00000000       9.48054790E-02
  -3.00000000       5.00000000       0.00000000    
 
  -2.00000000      -5.00000000       0.00000000    
  -2.00000000      -4.00000000      0.139722973    
  -2.00000000      -3.00000000      0.289608479    
  -2.00000000      -2.00000000      0.455621719    
  -2.00000000      -1.00000000      0.621577024    
  -2.00000000       0.00000000      0.660024703    
  -2.00000000       1.00000000      0.621549428    
  -2.00000000       2.00000000      0.455540419    
  -2.00000000       3.00000000      0.289472371    
  -2.00000000       4.00000000      0.139599711    
  -2.00000000       5.00000000       0.00000000    
 
  -1.00000000      -5.00000000       0.00000000    
  -1.00000000      -4.00000000      0.174208075    
  -1.00000000      -3.00000000      0.370611846    
  -1.00000000      -2.00000000      0.621577084    
  -1.00000000      -1.00000000       1.00000000    
  -1.00000000       0.00000000       1.00000000    
  -1.00000000       1.00000000       1.00000000    
  -1.00000000       2.00000000      0.621525407    
  -1.00000000       3.00000000      0.370494127    
  -1.00000000       4.00000000      0.174092710    
  -1.00000000       5.00000000       0.00000000    
 
   0.00000000      -5.00000000       0.00000000    
   0.00000000      -4.00000000      0.186358213    
   0.00000000      -3.00000000      0.396921456    
   0.00000000      -2.00000000      0.660024703    
   0.00000000      -1.00000000       1.00000000    
   0.00000000       0.00000000       1.00000000    
   0.00000000       1.00000000       1.00000000    
   0.00000000       2.00000000      0.659980297    
   0.00000000       3.00000000      0.396814257    
   0.00000000       4.00000000      0.186251387    
   0.00000000       5.00000000       0.00000000    
 
   1.00000000      -5.00000000       0.00000000    
   1.00000000      -4.00000000      0.174175635    
   1.00000000      -3.00000000      0.370570034    
   1.00000000      -2.00000000      0.621549428    
   1.00000000      -1.00000000       1.00000000    
   1.00000000       0.00000000       1.00000000    
   1.00000000       1.00000000       1.00000000    
   1.00000000       2.00000000      0.621500850    
   1.00000000       3.00000000      0.370465547    
   1.00000000       4.00000000      0.174075633    
   1.00000000       5.00000000       0.00000000    
 
   2.00000000      -5.00000000       0.00000000    
   2.00000000      -4.00000000      0.139655858    
   2.00000000      -3.00000000      0.289514661    
   2.00000000      -2.00000000      0.455540389    
   2.00000000      -1.00000000      0.621525466    
   2.00000000       0.00000000      0.659980357    
   2.00000000       1.00000000      0.621500909    
   2.00000000       2.00000000      0.455474675    
   2.00000000       3.00000000      0.289411902    
   2.00000000       4.00000000      0.139565945    
   2.00000000       5.00000000       0.00000000    
 
   3.00000000      -5.00000000       0.00000000    
   3.00000000      -4.00000000       9.48298201E-02
   3.00000000      -3.00000000      0.192176327    
   3.00000000      -2.00000000      0.289472371    
   3.00000000      -1.00000000      0.370494157    
   3.00000000       0.00000000      0.396814257    
   3.00000000       1.00000000      0.370465547    
   3.00000000       2.00000000      0.289411902    
   3.00000000       3.00000000      0.192094088    
   3.00000000       4.00000000       9.47620422E-02
   3.00000000       5.00000000       0.00000000    
 
   4.00000000      -5.00000000       0.00000000    
   4.00000000      -4.00000000       4.74157780E-02
   4.00000000      -3.00000000       9.48054940E-02
   4.00000000      -2.00000000      0.139599711    
   4.00000000      -1.00000000      0.174092710    
   4.00000000       0.00000000      0.186251387    
   4.00000000       1.00000000      0.174075633    
   4.00000000       2.00000000      0.139565945    
   4.00000000       3.00000000       9.47620422E-02
   4.00000000       4.00000000       4.73810211E-02
   4.00000000       5.00000000       0.00000000    
 
   5.00000000      -5.00000000       0.00000000    
   5.00000000      -4.00000000       0.00000000    
   5.00000000      -3.00000000       0.00000000    
   5.00000000      -2.00000000       0.00000000    
   5.00000000      -1.00000000       0.00000000    
   5.00000000       0.00000000       0.00000000    
   5.00000000       1.00000000       0.00000000    
   5.00000000       2.00000000       0.00000000    
   5.00000000       3.00000000       0.00000000    
   5.00000000       4.00000000       0.00000000    
   5.00000000       5.00000000       0.00000000    
 
